timestamp,open,high,low,close,volume
2025-11-12,65921.23,70019.58,65607.23,68986.66,49248.81
2025-11-13,68986.66,71319.78,68332.11,70904.99,26087.71
2025-11-14,70904.99,71041.35,69393.42,69456.62,35016.56
2025-11-15,69456.62,71335.64,68992.49,71113.36,51760.23
2025-11-16,71113.36,71586.4,68429.41,68758.36,52227.43
2025-11-17,68758.36,70577.57,68319.37,69420.83,38095.95
2025-11-18,69420.83,69928.4,66870.22,67043.41,55155.19
2025-11-19,67043.41,69887.69,66340.32,68950.76,48932.39
2025-11-20,68950.76,70373.76,64162.62,65412.49,16587.3
2025-11-21,65412.49,66706.84,64387.41,66453.22,55236.54
2025-11-22,66453.22,67127.73,62738.91,63656.54,54443.95
2025-11-23,63656.54,64123.57,61317.88,61518.27,43979.46
2025-11-24,61518.27,61624.2,60144.18,60835.97,28410.6
2025-11-25,60835.97,61119.78,60139.79,60354.05,58262.72
2025-11-26,60354.05,60377.69,59344.34,59460.22,47913.96
2025-11-27,59460.22,60883.72,59429.09,60340.8,19772.66
2025-11-28,60340.8,60477.93,59385.51,60009.69,24665.45
2025-11-29,60009.69,60160.54,60002.55,60043.86,59964.37
2025-11-30,60043.86,60355.57,59270.93,59853.36,52040.05
2025-12-01,59853.36,60895.73,58887.81,59998.53,52551.54
2025-12-02,59998.53,60169.11,59131.78,59210.41,37727.4
2025-12-03,59210.41,59508.53,56037.57,56398.12,44906.58
2025-12-04,56398.12,58556.88,56337.4,58214.43,19660.14
2025-12-05,58214.43,58611.49,55995.49,56174.85,38593.64
2025-12-06,56174.85,56734.36,55506.77,55517.38,44584.19
2025-12-07,55517.38,56672.46,55345.46,56389.51,52745.81
2025-12-08,56389.51,56602.13,53113.55,53900.7,48063.16
2025-12-09,53900.7,54363.88,53578.52,53985.03,37370.8
2025-12-10,53985.03,55054.84,53658.62,54659.17,58418.09
2025-12-11,54659.17,56410.3,54233.46,55938.21,21625.35
2025-12-12,55938.21,56443.56,52404.68,52714.51,27354.4
2025-12-13,52714.51,52719.51,49834.54,49917.55,27414.8
2025-12-14,49917.55,50912.11,49682.05,50866.81,43998.67
2025-12-15,50866.81,50988.22,48579.06,49466.06,58632.52
2025-12-16,49466.06,51537.16,49258.17,51051.56,59546.14
2025-12-17,51051.56,52371.14,49852.45,52361.51,47170.84
2025-12-18,52361.51,54888.79,52188.85,54560.06,39388.33
2025-12-19,54560.06,54764.91,53483.97,54322.97,55279.34
2025-12-20,54322.97,55079.65,53549.6,54227.28,59153.79
2025-12-21,54227.28,54438.78,51932.89,52197.03,30721.14
2025-12-22,52197.03,54120.93,51746.0,53953.84,36947.63
2025-12-23,53953.84,55014.7,52741.29,53125.0,19841.6
2025-12-24,53125.0,54092.33,52642.29,53972.68,35637.64
2025-12-25,53972.68,54035.87,52142.75,52408.57,30871.19
2025-12-26,52408.57,53553.14,52272.17,53424.42,26190.68
2025-12-27,53424.42,54408.65,53120.98,53733.56,40356.68
2025-12-28,53733.56,55040.41,53680.25,54258.43,33573.72
2025-12-29,54258.43,54921.96,53222.57,54074.44,26322.56
