timestamp,open,high,low,close,volume
2025-11-15,0.3179,0.3187,0.3123,0.3144,9323.59
2025-11-16,0.3144,0.3279,0.3137,0.3244,33876.38
2025-11-17,0.3244,0.3432,0.3228,0.3432,28067.4
2025-11-18,0.3432,0.3499,0.3352,0.3399,39072.36
2025-11-19,0.3399,0.3404,0.331,0.3363,8074.74
2025-11-20,0.3363,0.3365,0.3143,0.3172,29026.32
2025-11-21,0.3172,0.3279,0.3153,0.3227,18227.89
2025-11-22,0.3227,0.3387,0.3148,0.3323,20358.7
2025-11-23,0.3323,0.3447,0.3285,0.3404,3057.22
2025-11-24,0.3404,0.3404,0.319,0.3224,5230.26
2025-11-25,0.3224,0.335,0.3197,0.3348,25940.49
2025-11-26,0.3348,0.3597,0.3256,0.3523,1505.44
2025-11-27,0.3523,0.357,0.3443,0.356,29044.57
2025-11-28,0.356,0.3602,0.3418,0.3458,29072.58
2025-11-29,0.3458,0.3526,0.3255,0.3341,39749.43
2025-11-30,0.3341,0.3368,0.333,0.3342,33329.56
2025-12-01,0.3342,0.3353,0.3173,0.3187,12060.62
2025-12-02,0.3187,0.3249,0.2984,0.3071,7855.82
2025-12-03,0.3071,0.3078,0.3018,0.3036,41111.56
2025-12-04,0.3036,0.3095,0.2918,0.2943,3562.95
2025-12-05,0.2943,0.2979,0.2784,0.2853,7106.47
2025-12-06,0.2853,0.288,0.2703,0.2746,3895.1
2025-12-07,0.2746,0.2898,0.2726,0.2824,26578.62
2025-12-08,0.2824,0.2864,0.2647,0.2709,5108.44
2025-12-09,0.2709,0.2752,0.2637,0.2714,2431.5
2025-12-10,0.2714,0.2724,0.2651,0.268,3835.12
2025-12-11,0.268,0.2714,0.2663,0.2699,6580.13
2025-12-12,0.2699,0.2761,0.2619,0.2665,23846.32
2025-12-13,0.2665,0.2672,0.263,0.2654,12462.41
2025-12-14,0.2654,0.268,0.2602,0.2639,21361.05
2025-12-15,0.2639,0.2668,0.2562,0.2621,34580.99
2025-12-16,0.2621,0.2684,0.255,0.2668,7059.9
2025-12-17,0.2668,0.2768,0.2659,0.275,26746.5
2025-12-18,0.275,0.2779,0.2675,0.2704,3529.34
2025-12-19,0.2704,0.2772,0.2678,0.2734,42636.52
2025-12-20,0.2734,0.276,0.2472,0.2525,38062.61
2025-12-21,0.2525,0.257,0.2524,0.2526,8768.01
2025-12-22,0.2526,0.2529,0.2515,0.2524,8810.35
2025-12-23,0.2524,0.2542,0.2449,0.2516,46957.62
2025-12-24,0.2516,0.2526,0.2449,0.2451,21018.57
2025-12-25,0.2451,0.2515,0.2416,0.2496,47116.99
2025-12-26,0.2496,0.2509,0.2458,0.2461,3822.87
2025-12-27,0.2461,0.2473,0.2363,0.2378,24738.39
2025-12-28,0.2378,0.246,0.2354,0.2445,1158.16
2025-12-29,0.2445,0.2538,0.2442,0.2512,44632.34
