timestamp,open,high,low,close,volume
2025-11-06,3546.2876,3615.2625,3518.4183,3574.1273,3942.46
2025-11-07,3574.1273,3648.8783,3507.7873,3624.1876,19033.31
2025-11-08,3624.1876,3682.9666,3517.8096,3594.7267,15124.4
2025-11-09,3594.7267,3772.2261,3540.373,3737.4164,35657.52
2025-11-10,3664.6524,3717.7633,3607.8787,3662.821,48765.81
2025-11-11,3662.821,3759.7739,3658.6906,3742.6959,47679.55
2025-11-12,3742.6959,3826.176,3613.5921,3710.7851,30347.89
2025-11-13,3710.7851,3725.9633,3601.8403,3613.6256,19229.42
2025-11-14,3613.6256,3642.6494,3510.1409,3567.8044,1451.83
2025-11-15,3567.8044,3592.3961,3423.4368,3488.8213,47094.64
2025-11-16,3488.8213,3513.1511,3418.4256,3473.5371,3882.3
2025-11-17,3473.5371,3481.6578,3439.7182,3445.1436,39414.25
2025-11-18,3445.1436,3517.0446,3395.8903,3484.298,44158.81
2025-11-19,3484.298,3600.7823,3479.8711,3550.3414,15576.72
2025-11-20,3550.3414,3566.2991,3473.9512,3541.7404,26223.42
2025-11-21,3541.7404,3561.9245,3534.3732,3546.0713,24621.53
2025-11-22,3546.0713,3635.2683,3530.9709,3583.9179,33897.24
2025-11-23,3583.9179,3587.7321,3445.0044,3533.0393,48794.24
2025-11-24,3533.0393,3620.0948,3506.813,3615.1641,2001.07
2025-11-25,3615.1641,3733.8279,3601.323,3713.7378,35294.81
2025-11-26,3713.7378,3754.5671,3692.4174,3743.8467,49767.68
2025-11-27,3743.8467,4043.6639,3712.5816,4020.2965,5766.35
2025-11-28,4020.2965,4186.0528,3984.3336,4138.9908,42090.27
2025-11-29,4138.9908,4155.4744,4078.3591,4133.3279,44460.8
2025-11-30,4133.3279,4185.4915,4054.6082,4096.6843,45573.47
2025-12-01,4096.6843,4136.5547,4050.8295,4076.3423,7349.26
2025-12-02,4076.3423,4163.8872,3965.8091,4023.1384,42294.19
2025-12-03,4023.1384,4221.4652,4022.5538,4167.4225,12064.82
2025-12-04,4167.4225,4214.3273,4041.4715,4088.5153,29471.84
2025-12-05,4088.5153,4094.1276,4049.7164,4086.7422,36906.97
2025-12-06,4086.7422,4103.6584,3993.4322,4030.0228,7442.11
2025-12-07,4030.0228,4229.8072,4006.465,4164.5671,28759.33
2025-12-08,4164.5671,4208.0114,3961.2665,3995.666,34993.13
2025-12-09,3995.666,4068.6489,3956.6034,3960.2046,34262.93
2025-12-10,3960.2046,3967.945,3906.1819,3953.6419,42057.81
2025-12-11,3953.6419,4031.1655,3946.9447,3999.4278,2829.18
2025-12-12,3999.4278,4076.5699,3976.3737,4062.7271,12549.89
2025-12-13,4062.7271,4069.0995,4043.1274,4044.5517,49109.91
2025-12-14,4044.5517,4231.9281,4014.9489,4172.6514,13405.78
2025-12-15,4172.6514,4268.4731,4130.9098,4220.3974,35610.21
2025-12-16,4220.3974,4605.4327,4165.9806,4541.2723,28133.67
2025-12-17,4541.2723,4620.2106,4255.543,4344.8639,16146.15
2025-12-18,4344.8639,4476.7773,4315.1655,4434.4464,39452.19
2025-12-19,4434.4464,4501.5987,4261.2608,4304.2777,13270.77
2025-12-20,4304.2777,4308.6046,4201.6434,4209.8407,22523.46
2025-12-21,4209.8407,4575.6393,4142.3399,4468.9671,15266.57
2025-12-22,4468.9671,4781.0708,4414.3089,4711.8306,48312.08
2025-12-23,4711.8306,4820.0285,4387.333,4458.8733,49118.19
2025-12-24,4458.8733,4459.8071,4406.9172,4437.9914,42228.53
2025-12-25,4437.9914,4452.5879,4428.4034,4438.1005,40096.15
2025-12-26,4438.1005,4486.0982,4135.8293,4163.1541,32198.1
2025-12-27,4163.1541,4204.4117,4108.0265,4165.3817,42154.49
2025-12-28,4165.3817,4248.9547,4132.4017,4222.865,8500.27
2025-12-29,4222.865,4300.165,4188.3382,4258.8351,14429.31
