timestamp,open,high,low,close,volume
2025-11-22,164.4218,164.4296,146.798,147.1288,17143.96
2025-11-23,147.1288,150.9576,141.8405,144.3029,40763.76
2025-11-24,144.3029,145.9092,144.1731,144.7445,9641.04
2025-11-25,144.7445,151.258,141.3277,150.1411,26949.4
2025-11-26,150.1411,162.1334,148.3155,159.4868,36224.43
2025-11-27,159.4868,160.2596,156.6455,158.5639,3485.33
2025-11-28,158.5639,169.1105,157.9911,168.575,33432.2
2025-11-29,168.575,169.3557,157.8706,159.085,16714.21
2025-11-30,159.085,160.6095,152.0192,154.1141,21426.09
2025-12-01,154.1141,155.5641,148.0436,149.4679,19008.84
2025-12-02,149.4679,152.1503,147.035,150.5982,7353.3
2025-12-03,150.5982,155.9624,149.0091,154.229,8648.89
2025-12-04,154.229,156.4168,153.9733,155.6531,43869.28
2025-12-05,155.6531,164.4739,151.3456,164.2229,44008.76
2025-12-06,164.2229,167.001,157.6054,158.1808,20959.09
2025-12-07,158.1808,173.475,157.4613,171.9088,9235.86
2025-12-08,171.9088,174.9653,169.4719,174.896,6358.47
2025-12-09,174.896,180.6798,172.7913,180.2549,12839.56
2025-12-10,180.2549,182.828,168.6706,170.0833,3211.57
2025-12-11,170.0833,174.5656,170.0472,171.2656,37621.6
2025-12-12,171.2656,171.3984,169.5751,170.2153,45071.12
2025-12-13,170.2153,170.425,164.422,164.9061,49658.73
2025-12-14,164.9061,166.9812,160.0374,162.016,43008.41
2025-12-15,162.016,164.167,153.6759,156.2663,47641.11
2025-12-16,156.2663,156.7119,152.4527,153.7194,29307.16
2025-12-17,153.7194,155.5294,151.0699,152.7081,16697.22
2025-12-18,152.7081,156.8303,149.4189,155.9745,2368.9
2025-12-19,155.9745,162.8217,153.6037,160.4755,40251.11
2025-12-20,160.4755,164.1114,158.1363,164.0856,40055.4
2025-12-21,164.0856,167.7359,162.7334,164.8285,42366.11
2025-12-22,164.8285,174.4992,160.6896,171.8468,49062.06
2025-12-23,171.8468,175.0661,171.7685,173.3496,44151.69
2025-12-24,173.3496,179.7455,172.8154,179.0722,49983.76
2025-12-25,179.0722,179.7892,175.7639,176.6757,4979.88
2025-12-26,176.6757,187.7107,174.2621,187.4346,4357.71
2025-12-27,187.4346,192.2685,183.0418,184.964,30630.49
2025-12-28,184.964,196.8588,184.6164,194.0193,48287.0
2025-12-29,194.0193,196.7537,184.0293,187.3147,40450.38
